Error: Unsupported GDML Tag Used :gdml_simple_extension. Please Check Geometry/Schema.
Using default pedestal values
begin loading voxelized TH3s...
...finished loading TH3s
 Adding SpacePoint at (-151.483, 30.8094, 43.4235) with integral 363.466
 Adding SpacePoint at (-151.588, 30.9514, 43.7187) with integral 470.759
 Adding SpacePoint at (-151.695, 31.0975, 44.0096) with integral 417.347
 Adding SpacePoint at (-151.803, 31.2427, 44.3032) with integral 389.647
 Adding SpacePoint at (-151.9, 31.3855, 44.5821) with integral 430.65
 Adding SpacePoint at (-152.008, 31.5323, 44.8789) with integral 335.08
 Adding SpacePoint at (-152.118, 31.6826, 45.1769) with integral 380.98
 Adding SpacePoint at (-152.235, 31.8369, 45.4866) with integral 315.167
 Adding SpacePoint at (-152.337, 31.9792, 45.7768) with integral 380.211
 Adding SpacePoint at (-152.441, 32.1254, 46.0685) with integral 361.042
 Adding SpacePoint at (-152.581, 32.2972, 46.413) with integral 696.512
 Adding SpacePoint at (-152.654, 32.4204, 46.661) with integral 626.436
 Adding SpacePoint at (-152.768, 32.5749, 46.9679) with integral 643.507
 Adding SpacePoint at (-152.89, 32.7337, 47.285) with integral 388.754
 Adding SpacePoint at (-152.985, 32.8731, 47.5635) with integral 795.601
 Adding SpacePoint at (-153.119, 33.0408, 47.8965) with integral 581.025
 Adding SpacePoint at (-153.217, 33.1799, 48.1809) with integral 448.162
 Adding SpacePoint at (-153.341, 33.3461, 48.4967) with integral 384.836
 Adding SpacePoint at (-153.459, 33.5044, 48.8088) with integral 342.806
 Adding SpacePoint at (-153.548, 33.6374, 49.0793) with integral 347.818
 Adding SpacePoint at (-153.668, 33.7932, 49.3955) with integral 349.582
 Adding SpacePoint at (-153.765, 33.935, 49.6775) with integral 371.787
 Adding SpacePoint at (-153.897, 34.0988, 50.012) with integral 391.733
 Adding SpacePoint at (-154.006, 34.2494, 50.3118) with integral 345.224
 Adding SpacePoint at (-154.114, 34.3984, 50.61) with integral 340.422
 Adding SpacePoint at (-154.26, 34.5786, 50.961) with integral 384.395
 Adding SpacePoint at (-154.428, 34.7753, 51.345) with integral 900.441
 Adding SpacePoint at (-154.423, 34.839, 51.4813) with integral 341.452
 Adding SpacePoint at (-154.531, 34.9929, 51.779) with integral 367.245
 Adding SpacePoint at (-154.63, 35.1371, 52.0627) with integral 396.385
 Adding SpacePoint at (-154.771, 35.3133, 52.4051) with integral 424.725
 Adding SpacePoint at (-154.853, 35.445, 52.6652) with integral 649.515
 Adding SpacePoint at (-154.958, 35.5932, 52.9567) with integral 356.188
 Adding SpacePoint at (-155.101, 35.7703, 53.3024) with integral 551.256
 Adding SpacePoint at (-155.274, 35.9691, 53.6887) with integral 936.925
 Adding SpacePoint at (-155.332, 36.0788, 53.9143) with integral 749.255
 Adding SpacePoint at (-155.388, 36.1889, 54.1374) with integral 354.809
 Adding SpacePoint at (-155.505, 36.3469, 54.4439) with integral 327.669
 Adding SpacePoint at (-155.633, 36.5116, 54.7666) with integral 425.384
 Adding SpacePoint at (-155.72, 36.6466, 55.0325) with integral 406.097
 Adding SpacePoint at (-155.856, 36.8173, 55.3685) with integral 340.283
 Adding SpacePoint at (-155.958, 36.9625, 55.6572) with integral 350.267
 Adding SpacePoint at (-156.072, 37.1119, 55.9621) with integral 368.342
 Adding SpacePoint at (-156.191, 37.2657, 56.2753) with integral 387.372
 Adding SpacePoint at (-156.31, 37.4201, 56.5876) with integral 376.294
 Adding SpacePoint at (-156.406, 37.5573, 56.8671) with integral 352.709
 Adding SpacePoint at (-156.518, 37.7039, 57.1686) with integral 309.531
 Adding SpacePoint at (-156.624, 37.8475, 57.4625) with integral 319.021
 Adding SpacePoint at (-156.733, 37.9921, 57.7606) with integral 310.847
 Adding SpacePoint at (-156.836, 38.1314, 58.0482) with integral 362.399
 Adding SpacePoint at (-156.944, 38.2742, 58.3433) with integral 350.328
 Adding SpacePoint at (-157.061, 38.4225, 58.6497) with integral 345.747
 Adding SpacePoint at (-157.183, 38.5737, 58.9634) with integral 363.659
 Adding SpacePoint at (-157.286, 38.7102, 59.2492) with integral 369.312
 Adding SpacePoint at (-157.404, 38.8582, 59.5551) with integral 329.164
 Adding SpacePoint at (-157.518, 39.0057, 59.8591) with integral 332.252
 Adding SpacePoint at (-157.615, 39.1402, 60.1367) with integral 345.161
 Adding SpacePoint at (-157.754, 39.3003, 60.4702) with integral 423.992
 Adding SpacePoint at (-157.856, 39.4354, 60.751) with integral 412.117
 Adding SpacePoint at (-157.97, 39.5789, 61.0465) with integral 368.945
 Adding SpacePoint at (-158.098, 39.7332, 61.3628) with integral 525.247
 Adding SpacePoint at (-158.194, 39.8642, 61.6355) with integral 458.402
 Adding SpacePoint at (-162.286, 44.5211, 71.6031) with integral 352.213
 Adding SpacePoint at (-162.377, 44.6374, 71.8584) with integral 433.62
 Adding SpacePoint at (-162.499, 44.7695, 72.1484) with integral 425.627
 Adding SpacePoint at (-162.587, 44.8834, 72.3963) with integral 616.216
 Adding SpacePoint at (-162.706, 45.0155, 72.6837) with integral 653.8
 Adding SpacePoint at (-162.88, 45.1827, 73.0401) with integral 550.7
 Adding SpacePoint at (-163.01, 45.318, 73.3319) with integral 358.854
 Adding SpacePoint at (-163.138, 45.4547, 73.6263) with integral 385.993
 Adding SpacePoint at (-163.274, 45.5949, 73.9314) with integral 336.108
 Adding SpacePoint at (-163.407, 45.7373, 74.2356) with integral 361.431
 Adding SpacePoint at (-163.541, 45.8807, 74.5364) with integral 352.612
 Adding SpacePoint at (-163.668, 46.0189, 74.83) with integral 331.956
 Adding SpacePoint at (-163.809, 46.1644, 75.1372) with integral 397.066
 Adding SpacePoint at (-163.936, 46.3109, 75.422) with integral 331.256
 Adding SpacePoint at (-164.084, 46.4423, 75.7446) with integral 356.247
 Adding SpacePoint at (-164.229, 46.5904, 76.056) with integral 339.66
 Adding SpacePoint at (-164.338, 46.7161, 76.3261) with integral 348.978
 Adding SpacePoint at (-164.479, 46.8587, 76.6342) with integral 322.546
 Adding SpacePoint at (-164.631, 47.0036, 76.955) with integral 327.653
 Adding SpacePoint at (-164.756, 47.1451, 77.2376) with integral 334.564
 Adding SpacePoint at (-164.898, 47.286, 77.5463) with integral 334.361
 Adding SpacePoint at (-165.029, 47.4237, 77.8399) with integral 354.758
 Adding SpacePoint at (-165.166, 47.5658, 78.1403) with integral 373.656
 Adding SpacePoint at (-165.284, 47.6951, 78.4187) with integral 849.006
 Adding SpacePoint at (-165.351, 47.7983, 78.6362) with integral 656.785
 Adding SpacePoint at (-165.352, 47.8636, 78.7787) with integral 1574.95
 Adding SpacePoint at (-165.744, 48.1546, 79.3673) with integral 669.255
 Adding SpacePoint at (-166.038, 48.3896, 79.8423) with integral 1272.22
 Adding SpacePoint at (-166.04, 48.4563, 79.9846) with integral 497.497
 Adding SpacePoint at (-166.029, 48.5128, 80.1138) with integral 969.408
 Adding SpacePoint at (-166.06, 48.5933, 80.2916) with integral 1017.69
 Adding SpacePoint at (-166.416, 48.8633, 80.8349) with integral 342.474
 Adding SpacePoint at (-166.589, 49.0373, 81.1684) with integral 341.417
 Adding SpacePoint at (-166.734, 49.1869, 81.4691) with integral 359.98
 Adding SpacePoint at (-166.861, 49.3282, 81.7506) with integral 423.344
 Adding SpacePoint at (-167.002, 49.4767, 82.0487) with integral 452
 Adding SpacePoint at (-167.162, 49.639, 82.3688) with integral 420.69
 Adding SpacePoint at (-167.296, 49.7866, 82.6556) with integral 412.998
 Adding SpacePoint at (-167.409, 49.9174, 82.9194) with integral 456.57
 Adding SpacePoint at (-167.57, 50.0752, 83.2403) with integral 347.081
 Adding SpacePoint at (-167.699, 50.2138, 83.523) with integral 368.944
 Adding SpacePoint at (-167.856, 50.367, 83.8352) with integral 352.389
 Adding SpacePoint at (-167.982, 50.5015, 84.1168) with integral 341.41
 Adding SpacePoint at (-168.124, 50.6498, 84.4132) with integral 341.16
 Adding SpacePoint at (-168.276, 50.8007, 84.722) with integral 459.713
 Adding SpacePoint at (-168.42, 50.9452, 85.0179) with integral 563.73
 Adding SpacePoint at (-168.547, 51.0863, 85.3001) with integral 405.415
 Adding SpacePoint at (-168.684, 51.2306, 85.5916) with integral 332.806
 Adding SpacePoint at (-168.855, 51.3874, 85.9165) with integral 405.304
 Adding SpacePoint at (-169.002, 51.5328, 86.214) with integral 411.951
 Adding SpacePoint at (-169.144, 51.6758, 86.5078) with integral 367.399
 Adding SpacePoint at (-169.3, 51.8254, 86.8151) with integral 353.544
 Adding SpacePoint at (-169.447, 51.9695, 87.1136) with integral 351.523
 Adding SpacePoint at (-169.603, 52.1257, 87.4177) with integral 365.092
 Adding SpacePoint at (-169.765, 52.281, 87.7326) with integral 433.613
 Adding SpacePoint at (-169.892, 52.4171, 88.0076) with integral 381.354
 Adding SpacePoint at (-170.053, 52.5705, 88.3175) with integral 363.43
 Adding SpacePoint at (-170.195, 52.7138, 88.6077) with integral 378.592
 Adding SpacePoint at (-170.348, 52.8618, 88.9074) with integral 372.763
 Adding SpacePoint at (-170.524, 53.0238, 89.2303) with integral 374.659
 Adding SpacePoint at (-170.699, 53.1852, 89.5543) with integral 420.017
 Adding SpacePoint at (-170.862, 53.3409, 89.8641) with integral 723.077
 Adding SpacePoint at (-170.971, 53.4664, 90.1147) with integral 491.088
 Adding SpacePoint at (-171.155, 53.632, 90.4447) with integral 337.972
 Adding SpacePoint at (-171.313, 53.7927, 90.7441) with integral 350.45
 Adding SpacePoint at (-171.485, 53.9529, 91.059) with integral 364.632
 Adding SpacePoint at (-171.638, 54.1015, 91.3552) with integral 400.524
 Adding SpacePoint at (-171.798, 54.2538, 91.658) with integral 429.522
 Adding SpacePoint at (-171.959, 54.4071, 91.9608) with integral 353.656
 Adding SpacePoint at (-172.138, 54.5706, 92.283) with integral 394.83
 Adding SpacePoint at (-172.313, 54.7273, 92.6019) with integral 487.133
 Adding SpacePoint at (-172.44, 54.8614, 92.8693) with integral 1124.29
 Adding SpacePoint at (-172.582, 55.0046, 93.1535) with integral 390.967
 Adding SpacePoint at (-172.767, 55.1698, 93.4813) with integral 382.444
 Adding SpacePoint at (-172.914, 55.3122, 93.7646) with integral 351.784
 Adding SpacePoint at (-173.075, 55.4641, 94.0641) with integral 380.544
 Adding SpacePoint at (-173.245, 55.6207, 94.3756) with integral 368.204
 Adding SpacePoint at (-173.394, 55.7644, 94.6677) with integral 348.148
 Adding SpacePoint at (-173.555, 55.9167, 94.9733) with integral 538.413
 Adding SpacePoint at (-173.68, 56.0503, 95.2423) with integral 480.724
 Adding SpacePoint at (-173.867, 56.2178, 95.5785) with integral 340.384
 Adding SpacePoint at (-174.035, 56.3685, 95.8938) with integral 379.322
 Adding SpacePoint at (-174.222, 56.533, 96.2255) with integral 422.96
 Adding SpacePoint at (-174.379, 56.6825, 96.525) with integral 708.97
 Adding SpacePoint at (-174.48, 56.8003, 96.768) with integral 646.771
 Adding SpacePoint at (-174.663, 56.9554, 97.0975) with integral 377.027
 Adding SpacePoint at (-174.846, 57.1203, 97.4247) with integral 339.446
 Adding SpacePoint at (-175.002, 57.2653, 97.7268) with integral 448.705
 Adding SpacePoint at (-175.146, 57.4066, 98.015) with integral 374.236
 Adding SpacePoint at (-175.32, 57.5636, 98.3349) with integral 362.177
 Adding SpacePoint at (-175.457, 57.7032, 98.6157) with integral 357.478
 Adding SpacePoint at (-175.623, 57.859, 98.9273) with integral 379.263
 Adding SpacePoint at (-175.772, 58.002, 99.2215) with integral 337.172
 Adding SpacePoint at (-175.919, 58.1449, 99.5126) with integral 346.943
 Adding SpacePoint at (-176.064, 58.2901, 99.8016) with integral 364.049
 Adding SpacePoint at (-176.239, 58.4469, 100.126) with integral 959.128
 Adding SpacePoint at (-176.357, 58.5731, 100.391) with integral 385.615
 Adding SpacePoint at (-176.538, 58.7322, 100.721) with integral 402.69
 Adding SpacePoint at (-176.697, 58.8802, 101.028) with integral 369.619
 Adding SpacePoint at (-176.845, 59.021, 101.323) with integral 398.452
 Adding SpacePoint at (-177.002, 59.1668, 101.628) with integral 411.293
 Adding SpacePoint at (-177.156, 59.3107, 101.931) with integral 356.265
 Adding SpacePoint at (-177.316, 59.4622, 102.239) with integral 406.468
 Adding SpacePoint at (-177.462, 59.5983, 102.536) with integral 580.989
 Adding SpacePoint at (-177.579, 59.7295, 102.798) with integral 448.808
 Adding SpacePoint at (-177.746, 59.8837, 103.113) with integral 391.235
 Adding SpacePoint at (-177.893, 60.0208, 103.409) with integral 419.522
 Adding SpacePoint at (-178.036, 60.1554, 103.702) with integral 527.704
 Adding SpacePoint at (-178.202, 60.2966, 104.017) with integral 348.123
 Adding SpacePoint at (-178.341, 60.4303, 104.303) with integral 354.103
 Adding SpacePoint at (-178.498, 60.5698, 104.612) with integral 333.459
 Adding SpacePoint at (-178.63, 60.7014, 104.892) with integral 350.836
 Adding SpacePoint at (-178.767, 60.833, 105.179) with integral 350.577
 Adding SpacePoint at (-178.91, 60.97, 105.474) with integral 437.175
 Adding SpacePoint at (-179.036, 61.0954, 105.75) with integral 382.36
 Adding SpacePoint at (-179.146, 61.2139, 106.008) with integral 702.403
 Adding SpacePoint at (-179.329, 61.3684, 106.338) with integral 326.837
 Adding SpacePoint at (-179.487, 61.5092, 106.642) with integral 397.472
 Adding SpacePoint at (-179.642, 61.6492, 106.944) with integral 356.411
 Adding SpacePoint at (-179.784, 61.7805, 107.229) with integral 357.619
 Adding SpacePoint at (-179.958, 61.9267, 107.545) with integral 384.365
 Adding SpacePoint at (-180.084, 62.0428, 107.817) with integral 355.782
 Adding SpacePoint at (-180.235, 62.1788, 108.112) with integral 397.718
 Adding SpacePoint at (-180.388, 62.3152, 108.412) with integral 432.64
 Adding SpacePoint at (-180.551, 62.4553, 108.72) with integral 346.937
 Adding SpacePoint at (-180.709, 62.5959, 109.021) with integral 329.561
 Adding SpacePoint at (-180.888, 62.745, 109.342) with integral 357.307
 Adding SpacePoint at (-181.062, 62.8909, 109.658) with integral 355.838
 Adding SpacePoint at (-181.204, 63.019, 109.941) with integral 371.032
 Adding SpacePoint at (-181.379, 63.1656, 110.257) with integral 353.753
 Adding SpacePoint at (-181.544, 63.3057, 110.563) with integral 713.252
 Adding SpacePoint at (-181.526, 63.3571, 110.683) with integral 1110.07
 Adding SpacePoint at (-181.692, 63.502, 110.99) with integral 617.301
 Adding SpacePoint at (-182.003, 63.7136, 111.442) with integral 401.436
 Adding SpacePoint at (-182.158, 63.8497, 111.736) with integral 349.313
 Adding SpacePoint at (-182.313, 63.9864, 112.028) with integral 328.794
 Adding SpacePoint at (-182.486, 64.1277, 112.34) with integral 347.599
 Adding SpacePoint at (-182.648, 64.2662, 112.639) with integral 341.218
 Adding SpacePoint at (-182.812, 64.4165, 112.937) with integral 383.961
 Adding SpacePoint at (-182.969, 64.5513, 113.232) with integral 766.252
 Adding SpacePoint at (-183.134, 64.6909, 113.534) with integral 431.996
 Adding SpacePoint at (-183.297, 64.8313, 113.833) with integral 396.349
 Adding SpacePoint at (-183.464, 64.9733, 114.136) with integral 406.804
 Adding SpacePoint at (-183.659, 65.1282, 114.468) with integral 489.64
 Adding SpacePoint at (-183.923, 65.3174, 114.869) with integral 1099.91
 Adding SpacePoint at (-183.974, 65.4028, 115.058) with integral 397.397
 Adding SpacePoint at (-184.165, 65.5569, 115.388) with integral 374.404
 Adding SpacePoint at (-184.319, 65.6955, 115.681) with integral 368.724
 Adding SpacePoint at (-184.492, 65.841, 115.994) with integral 338.763
 Adding SpacePoint at (-184.651, 65.9771, 116.295) with integral 457.323
 Adding SpacePoint at (-184.811, 66.1193, 116.594) with integral 366.808
 Adding SpacePoint at (-184.975, 66.2631, 116.896) with integral 382.881
 Adding SpacePoint at (-185.134, 66.4053, 117.195) with integral 445.751
 Adding SpacePoint at (-185.291, 66.5526, 117.489) with integral 378.138
 Adding SpacePoint at (-185.447, 66.6873, 117.789) with integral 411.967
 Adding SpacePoint at (-185.571, 66.8125, 118.053) with integral 352.369
 Adding SpacePoint at (-185.719, 66.955, 118.34) with integral 375.959
 Adding SpacePoint at (-185.927, 67.1263, 118.694) with integral 494.899
 Adding SpacePoint at (-186.114, 67.2866, 119.025) with integral 472.852
 Adding SpacePoint at (-186.281, 67.4362, 119.336) with integral 394.625
 Adding SpacePoint at (-186.425, 67.5757, 119.624) with integral 335.526
 Adding SpacePoint at (-186.565, 67.7145, 119.908) with integral 314.255
 Adding SpacePoint at (-186.712, 67.8581, 120.199) with integral 341.003
 Adding SpacePoint at (-186.879, 68.014, 120.515) with integral 392.65
 Adding SpacePoint at (-187.023, 68.1539, 120.808) with integral 417.401
 Adding SpacePoint at (-187.148, 68.2879, 121.08) with integral 520.522
 Adding SpacePoint at (-187.295, 68.436, 121.373) with integral 375.685
 Adding SpacePoint at (-187.451, 68.5881, 121.677) with integral 410.436
 Adding SpacePoint at (-187.595, 68.7362, 121.967) with integral 502.824
 Adding SpacePoint at (-187.744, 68.885, 122.264) with integral 393.82
 Adding SpacePoint at (-187.915, 69.0466, 122.588) with integral 437.81
 Adding SpacePoint at (-188.061, 69.1942, 122.882) with integral 382.208
 Adding SpacePoint at (-188.214, 69.3471, 123.185) with integral 425.1
 Adding SpacePoint at (-188.349, 69.4869, 123.471) with integral 397.413
 Adding SpacePoint at (-188.501, 69.6413, 123.772) with integral 351.729
 Adding SpacePoint at (-188.662, 69.7999, 124.085) with integral 367.404
 Adding SpacePoint at (-188.805, 69.9485, 124.378) with integral 364.328
 Adding SpacePoint at (-188.95, 70.0993, 124.676) with integral 429.146
 Adding SpacePoint at (-189.098, 70.2518, 124.977) with integral 372.196
 Adding SpacePoint at (-189.253, 70.409, 125.286) with integral 370.06
 Adding SpacePoint at (-189.398, 70.5587, 125.584) with integral 368.36
 Adding SpacePoint at (-189.535, 70.7101, 125.871) with integral 361.178
 Adding SpacePoint at (-189.73, 70.9575, 126.364) with integral 459.306
 Adding SpacePoint at (-189.928, 71.1401, 126.721) with integral 449.723
 Adding SpacePoint at (-190.094, 71.3031, 127.044) with integral 393.744
 Adding SpacePoint at (-190.237, 71.4506, 127.34) with integral 346.323
 Adding SpacePoint at (-190.397, 71.6147, 127.654) with integral 387.502
 Adding SpacePoint at (-190.558, 71.7757, 127.97) with integral 365.133
 Adding SpacePoint at (-190.709, 71.9317, 128.276) with integral 380.342
 Adding SpacePoint at (-190.858, 72.0845, 128.58) with integral 346.82
 Adding SpacePoint at (-190.986, 72.2301, 128.858) with integral 343.734
 Adding SpacePoint at (-191.133, 72.383, 129.159) with integral 368.706
 Adding SpacePoint at (-191.281, 72.5376, 129.461) with integral 348.187
 Adding SpacePoint at (-191.432, 72.6926, 129.766) with integral 350.581
 Adding SpacePoint at (-191.599, 72.8567, 130.088) with integral 378.664
 Adding SpacePoint at (-191.737, 73.0028, 130.378) with integral 367.37
 Adding SpacePoint at (-191.887, 73.1562, 130.682) with integral 376.327
 Adding SpacePoint at (-192.029, 73.3037, 130.975) with integral 367.425
 Adding SpacePoint at (-192.201, 73.4682, 131.302) with integral 422.62
 Adding SpacePoint at (-192.307, 73.5956, 131.556) with integral 1205.7
 Adding SpacePoint at (-192.472, 73.7548, 131.874) with integral 376.151
 Adding SpacePoint at (-192.658, 73.9245, 132.215) with integral 390.055
 Adding SpacePoint at (-192.805, 74.078, 132.51) with integral 355.921
 Adding SpacePoint at (-192.961, 74.2309, 132.819) with integral 332.881
 Adding SpacePoint at (-193.104, 74.3743, 133.113) with integral 360.936
 Adding SpacePoint at (-193.251, 74.5203, 133.412) with integral 346.976
 Adding SpacePoint at (-193.414, 74.6747, 133.727) with integral 412.16
 Adding SpacePoint at (-193.529, 74.7965, 133.994) with integral 488.121
 Adding SpacePoint at (-193.692, 74.948, 134.31) with integral 362.428
 Adding SpacePoint at (-193.855, 75.0982, 134.625) with integral 531.959
 Adding SpacePoint at (-194.008, 75.2432, 134.932) with integral 368.711
 Adding SpacePoint at (-194.166, 75.3944, 135.238) with integral 400.152
 Adding SpacePoint at (-194.306, 75.5326, 135.528) with integral 452.003
 Adding SpacePoint at (-194.471, 75.6841, 135.846) with integral 365.925
 Adding SpacePoint at (-194.626, 75.8281, 136.153) with integral 380.754
 Adding SpacePoint at (-194.784, 75.9752, 136.464) with integral 349.137
 Adding SpacePoint at (-194.943, 76.1228, 136.775) with integral 430.411
 Adding SpacePoint at (-195.082, 76.2599, 137.066) with integral 369.958
 Adding SpacePoint at (-195.228, 76.398, 137.363) with integral 340.465
 Adding SpacePoint at (-195.385, 76.5383, 137.674) with integral 328.989
 Adding SpacePoint at (-195.539, 76.681, 137.98) with integral 370.872
 Adding SpacePoint at (-195.679, 76.8178, 138.272) with integral 348.852
 Adding SpacePoint at (-195.849, 76.9662, 138.597) with integral 374.294
 Adding SpacePoint at (-195.994, 77.1141, 138.891) with integral 351.284
 Adding SpacePoint at (-196.139, 77.2499, 139.192) with integral 368.091
 Adding SpacePoint at (-196.275, 77.3864, 139.48) with integral 341.051
 Adding SpacePoint at (-196.399, 77.5112, 139.757) with integral 386.201
 Adding SpacePoint at (-196.543, 77.6449, 140.057) with integral 335.473
 Adding SpacePoint at (-196.696, 77.7823, 140.366) with integral 365.02
 Adding SpacePoint at (-196.865, 77.9265, 140.695) with integral 398.764
 Adding SpacePoint at (-197.169, 78.1399, 141.174) with integral 1263.37
 Adding SpacePoint at (-197.127, 78.1777, 141.271) with integral 343.689
 Adding SpacePoint at (-197.261, 78.3043, 141.565) with integral 372.006
 Adding SpacePoint at (-197.386, 78.4265, 141.851) with integral 333.873
 Adding SpacePoint at (-197.538, 78.5605, 142.166) with integral 331.927
 Adding SpacePoint at (-197.658, 78.6791, 142.448) with integral 335.167
 Adding SpacePoint at (-197.805, 78.8092, 142.764) with integral 358.071
 Adding SpacePoint at (-197.956, 78.9415, 143.081) with integral 501.687
 Adding SpacePoint at (-198.071, 79.0556, 143.358) with integral 354.595
 Adding SpacePoint at (-198.197, 79.1743, 143.65) with integral 357.602
 Adding SpacePoint at (-198.328, 79.3034, 143.945) with integral 340.31
 Adding SpacePoint at (-198.443, 79.3983, 144.234) with integral 301.889
 Adding SpacePoint at (-198.563, 79.5161, 144.515) with integral 395.382
 Adding SpacePoint at (-198.713, 79.643, 144.836) with integral 360.47
 Adding SpacePoint at (-198.837, 79.7525, 145.136) with integral 393.849
 Adding SpacePoint at (-198.955, 79.863, 145.431) with integral 363.6
 Adding SpacePoint at (-199.092, 79.9859, 145.749) with integral 432.428
 Adding SpacePoint at (-199.193, 80.0942, 146.024) with integral 296.569
 Adding SpacePoint at (-199.32, 80.2055, 146.331) with integral 316.409
 Adding SpacePoint at (-199.442, 80.318, 146.627) with integral 345.466
 Adding SpacePoint at (-199.59, 80.4417, 146.959) with integral 552.699
 Adding SpacePoint at (-199.702, 80.5525, 147.246) with integral 335.582
 Adding SpacePoint at (-199.811, 80.6583, 147.533) with integral 345.309
 Adding SpacePoint at (-199.945, 80.7765, 147.85) with integral 344.192
 Adding SpacePoint at (-200.076, 80.8914, 148.166) with integral 349.508
 Adding SpacePoint at (-200.182, 80.9986, 148.443) with integral 361.248
 Adding SpacePoint at (-200.308, 81.1086, 148.749) with integral 348.48
 Adding SpacePoint at (-200.413, 81.2093, 149.035) with integral 340.939
 Adding SpacePoint at (-200.545, 81.3264, 149.354) with integral 442.579
 Adding SpacePoint at (-200.649, 81.4312, 149.636) with integral 306.487
 Adding SpacePoint at (-200.797, 81.5605, 149.978) with integral 335.99
 Adding SpacePoint at (-200.905, 81.6698, 150.267) with integral 336.693
 Adding SpacePoint at (-201.018, 81.7868, 150.562) with integral 414.707
 Adding SpacePoint at (-201.086, 81.8799, 150.798) with integral 351.296
 Adding SpacePoint at (-201.206, 81.9994, 151.103) with integral 591.174
 Adding SpacePoint at (-201.27, 82.0901, 151.335) with integral 462.352
 Adding SpacePoint at (-201.296, 82.161, 151.52) with integral 173.936
 Adding SpacePoint at (-201.369, 82.2594, 151.766) with integral 80.6646
 Adding SpacePoint at (-201.347, 82.3035, 151.889) with integral 75.8565
 Adding SpacePoint at (-201.238, 82.3008, 151.897) with integral 167.185
 Adding SpacePoint at (-200.998, 82.8409, 153.13) with integral 184.319
 Adding SpacePoint at (-171.133, 70.9084, 4.4005) with integral 3443.5
 Adding SpacePoint at (-171.265, 71.5243, 4.48895) with integral 1498.9
 Adding SpacePoint at (-171.701, 73.7949, 4.77638) with integral 1651.91
 Adding SpacePoint at (-172.083, 76.1001, 5.06673) with integral 2486.84
 Adding SpacePoint at (-172.44, 78.3265, 5.33667) with integral 2673.12
 Adding SpacePoint at (-172.773, 80.6374, 5.61044) with integral 3164.38
 Adding SpacePoint at (-173.156, 83.5946, 5.93837) with integral 3034.51
 Adding SpacePoint at (-173.534, 86.666, 6.2644) with integral 3130.85
 Adding SpacePoint at (-173.89, 89.651, 6.57773) with integral 3547.62
 Adding SpacePoint at (-174.243, 92.6537, 6.89524) with integral 3692.97
 Adding SpacePoint at (-174.549, 95.2989, 7.16968) with integral 4280.22
 Adding SpacePoint at (-174.91, 98.455, 7.47875) with integral 3824.49
 Adding SpacePoint at (-175.299, 101.844, 7.79915) with integral 3335.18
 Adding SpacePoint at (-175.663, 105.05, 8.12488) with integral 3486.03
 Adding SpacePoint at (-176.001, 108.024, 8.43126) with integral 3628.04
 Adding SpacePoint at (-176.336, 111.108, 8.74463) with integral 3438.36
 Adding SpacePoint at (-176.711, 114.564, 9.10999) with integral 4569.7
 Adding SpacePoint at (-176.993, 117.013, 9.36346) with integral 3766.48
 Adding SpacePoint at (-177.303, 119.989, 9.66596) with integral 3232.35
 Adding SpacePoint at (-177.285, 119.882, 9.68647) with integral 2174.14
 Adding SpacePoint at (-177.542, 122.424, 9.89815) with integral 4292.54
 Adding SpacePoint at (-177.82, 125.119, 10.1466) with integral 5960.43
 Adding SpacePoint at (-177.863, 125.562, 10.1997) with integral 938.717
 Adding SpacePoint at (-177.998, 126.723, 10.2886) with integral 8714.58
 Adding SpacePoint at (-178.492, 131.678, 10.7258) with integral 3501.09
 Adding SpacePoint at (-178.78, 134.119, 10.9641) with integral 3130.5
 Adding SpacePoint at (-179.097, 136.791, 11.2382) with integral 3073.26
 Adding SpacePoint at (-179.46, 139.829, 11.5628) with integral 3176.76
 Adding SpacePoint at (-179.749, 142.214, 11.8205) with integral 3513.15
 Adding SpacePoint at (-180.086, 144.987, 12.1009) with integral 2945.11
 Adding SpacePoint at (-180.422, 147.749, 12.3549) with integral 2866.02
 Adding SpacePoint at (-180.773, 150.636, 12.6096) with integral 3055.24
 Adding SpacePoint at (-181.1, 153.366, 12.8519) with integral 3121.29
 Adding SpacePoint at (-181.448, 156.213, 13.1001) with integral 3097.61
 Adding SpacePoint at (-181.829, 159.337, 13.3717) with integral 3403
 Adding SpacePoint at (-182.219, 162.576, 13.6621) with integral 3471.67
 Adding SpacePoint at (-182.599, 165.738, 13.9482) with integral 3357.87
 Adding SpacePoint at (-182.999, 169.035, 14.2295) with integral 3711.03
 Adding SpacePoint at (-183.464, 172.911, 14.5337) with integral 4270.64
 Adding SpacePoint at (-183.985, 177.168, 14.8286) with integral 7580.22
 Adding SpacePoint at (-184.602, 182.148, 15.1567) with integral 9417.32
 Adding SpacePoint at (-185.045, 185.697, 15.358) with integral 1292.18
 Adding SpacePoint at (-185.583, 189.679, 15.5202) with integral 5939.22
 Adding SpacePoint at (-186.06, 193.083, 15.656) with integral 3738.75
 Adding SpacePoint at (-186.497, 196.163, 15.8422) with integral 3074.03
 Adding SpacePoint at (-186.784, 198.121, 15.9979) with integral 1681.87
 Adding SpacePoint at (-186.942, 199.197, 16.0971) with integral 1297.94
 Adding SpacePoint at (-186.999, 199.812, 16.1636) with integral 1037.3
 Adding SpacePoint at (-23.4869, 188.982, 294.759) with integral 689.874
